,label_fr,description,description_tokens,description_wosw,description_lemmas,simple,simple_tokens,simple_wosw,simple_lemmas,fautes,fautes_tokens,fautes_wosw,fautes_lemmas
44,allergie,J'ai perdu l'appétit et j'ai du mal à avaler. Mon nez coule et j'ai mal à la gorge.,J' ai perdu l' appétit et j' ai du mal à avaler . Mon nez coule et j' ai mal à la gorge .,perdu appétit mal avaler . nez coule mal gorge .,je avoir perdre le appétit et je avoir de mal à avaler . mon nez coule et je avoir mal à le gorge .,J'ai perdu l'appétit et j'ai du mal à avaler. Mon nez coule et j'ai mal à la gorge.,J' ai perdu l' appétit et j' ai du mal à avaler . Mon nez coule et j' ai mal à la gorge .,perdu appétit mal avaler . nez coule mal gorge .,je avoir perdre le appétit et je avoir de mal à avaler . mon nez coule et je avoir mal à le gorge .,J'ai perdu l'apetit et j'ai du mal à avaler. Mon néz coule et j'ai mal à la gorge.,J' ai perdu l' apetit et j' ai du mal à avaler . Mon néz coule et j' ai mal à la gorge .,perdu apetit mal avaler . néz coule mal gorge .,je avoir perdre le apetit et je avoir de mal à avaler . mon néz coule et je avoir mal à le gorge .
70,arthrite,"J'ai ressenti une faiblesse musculaire et une raideur dans mon cou récemment. Mes articulations sont enflées, ce qui rend difficile pour moi de marcher sans devenir raide. Marcher est aussi extrêmement inconfortable.","J' ai ressenti une faiblesse musculaire et une raideur dans mon cou récemment . Mes articulations sont enflées , ce qui rend difficile pour moi de marcher sans devenir raide . Marcher est aussi extrêmement inconfortable .","ressenti faiblesse musculaire raideur cou récemment . articulations enflées , difficile marcher devenir raide . Marcher extrêmement inconfortable .","je avoir ressentir un faiblesse musculaire et un raideur dans mon cou récemment . mon articulation être enfler , ce qui rendre difficile pour moi de marcher sans devenir raide . Marcher être aussi extrêmement inconfortable .","J'ai eu des faiblesses dans mes muscles et mon cou est raide récemment. Mes articulations sont gonflées, ce qui rend dur de marcher sans être raide. Marcher est aussi très inconfortable.","J' ai eu des faiblesses dans mes muscles et mon cou est raide récemment . Mes articulations sont gonflées , ce qui rend dur de marcher sans être raide . Marcher est aussi très inconfortable .","faiblesses muscles cou raide récemment . articulations gonflées , dur marcher raide . Marcher inconfortable .","je avoir avoir un faiblesse dans mon muscle et mon cou être raide récemment . mon articulation être gonfler , ce qui rendre dur de marcher sans être raide . Marcher être aussi très inconfortable .","J'ai eu des faiblesse dans mes musclé et mon cou est raide récement. Mes articulation son gonflé, ce qui rend dur de marcher sans etre raide. Marcher est aussi tré inconfortable.","J' ai eu des faiblesse dans mes musclé et mon cou est raide récement . Mes articulation son gonflé , ce qui rend dur de marcher sans etre raide . Marcher est aussi tré inconfortable .","faiblesse musclé cou raide récement . articulation gonflé , dur marcher raide . Marcher tré inconfortable .","je avoir avoir un faiblesse dans mon musclé et mon cou être raide récement . mon articulation son gonflé , ce qui rendre dur de marcher sans etre raide . Marcher être aussi trer inconfortable ."
250,dengue,J'ai vomi fréquemment et j'ai perdu mon appétit à cause de cela. Mes articulations et mon dos me font mal tout le temps.,J' ai vomi fréquemment et j' ai perdu mon appétit à cause de cela . Mes articulations et mon dos me font mal tout le temps .,vomi fréquemment perdu appétit cause . articulations dos mal temps .,je avoir vomir fréquemment et je avoir perdre mon appétit à cause de celer . mon articulation et mon dos me faire mal tout le temps .,J'ai vomi souvent et j'ai perdu mon appétit à cause de cela. Mes articulations et mon dos me font mal tout le temps.,J' ai vomi souvent et j' ai perdu mon appétit à cause de cela . Mes articulations et mon dos me font mal tout le temps .,vomi perdu appétit cause . articulations dos mal temps .,je avoir vomir souvent et je avoir perdre mon appétit à cause de celer . mon articulation et mon dos me faire mal tout le temps .,J'ai vomi souvent et j'ai perdu mon apétit a cause de sa. Mes articulation et mon dos me font mal tout le temp.,J' ai vomi souvent et j' ai perdu mon apétit a cause de sa . Mes articulation et mon dos me font mal tout le temp .,vomi perdu apétit cause . articulation dos mal temp .,je avoir vomir souvent et je avoir perdre mon apétit avoir cause de son . mon articulation et mon dos me faire mal tout le temp .
227,rhume,"J'ai une toux et un rhume désagréables depuis des jours. Mes sinus sont congestionnés, et j'ai une pression faciale. J'ai aussi toussé des mucosités, et cela me fait mal à la poitrine. Je ne sens rien et mes muscles me font mal.","J' ai une toux et un rhume désagréables depuis des jours . Mes sinus sont congestionnés , et j' ai une pression faciale . J' ai aussi toussé des mucosités , et cela me fait mal à la poitrine . Je ne sens rien et mes muscles me font mal .","toux rhume désagréables jours . sinus congestionnés , pression faciale . toussé mucosités , mal poitrine . sens rien muscles mal .","je avoir un toux et un rhume désagréable depuis un jour . mon sinu être congestionner , et je avoir un pression facial . je avoir aussi tousser un mucosité , et celer me faire mal à le poitrine . je ne sentir rien et mon muscle me faire mal .",J'ai une grosse toux et un rhume depuis plusieurs jours. Mon nez est bouché et j'ai mal au visage. Je tousse beaucoup et ça me fait mal à la poitrine. Je ne sens rien et mes muscles me font mal.,J' ai une grosse toux et un rhume depuis plusieurs jours . Mon nez est bouché et j' ai mal au visage . Je tousse beaucoup et ça me fait mal à la poitrine . Je ne sens rien et mes muscles me font mal .,grosse toux rhume jours . nez bouché mal visage . tousse beaucoup mal poitrine . sens rien muscles mal .,je avoir un gros toux et un rhume depuis plusieurs jour . mon nez être boucher et je avoir mal au visage . je tousser beaucoup et cela me faire mal à le poitrine . je ne sentir rien et mon muscle me faire mal .,J'ai une grose toux et un rhume depui pluieur jour. Mon nez est bouché et j'ai mal au visage. Je tousse beaucou et sa me fais mal a la poitrine. Je ne sen rien et mes muscle me font mal.,J' ai une grose toux et un rhume depui pluieur jour . Mon nez est bouché et j' ai mal au visage . Je tousse beaucou et sa me fais mal a la poitrine . Je ne sen rien et mes muscle me font mal .,grose toux rhume depui pluieur jour . nez bouché mal visage . tousse beaucou mal poitrine . sen rien muscle mal .,je avoir un grose toux et un rhume depui pluieur jour . mon nez être boucher et je avoir mal au visage . je tousser beaucou et son me faire mal avoir le poitrine . je ne sen rien et mon muscle me faire mal .
290,dengue,"Tout mon corps me fait très mal et je n'ai pas envie de manger. J'ai une légère fièvre et des frissons chaque nuit. De plus, il y a des taches rouges qui apparaissent sur mon dos et mon cou.","Tout mon corps me fait très mal et je n' ai pas envie de manger . J' ai une légère fièvre et des frissons chaque nuit . De plus , il y a des taches rouges qui apparaissent sur mon dos et mon cou .","corps mal envie manger . légère fièvre frissons nuit . , taches rouges apparaissent dos cou .","tout mon corps me faire très mal et je ne avoir pas envie de manger . je avoir un léger fièvre et de frisson chaque nuit . de plus , il y avoir un tache rouge qui apparaître sur mon dos et mon cou .","Tout mon corps me fait très mal et je n'ai pas envie de manger. J'ai un peu de fièvre et des frissons chaque nuit. De plus, il y a des taches rouges sur mon dos et mon cou.","Tout mon corps me fait très mal et je n' ai pas envie de manger . J' ai un peu de fièvre et des frissons chaque nuit . De plus , il y a des taches rouges sur mon dos et mon cou .","corps mal envie manger . fièvre frissons nuit . , taches rouges dos cou .","tout mon corps me faire très mal et je ne avoir pas envie de manger . je avoir un peu de fièvre et de frisson chaque nuit . de plus , il y avoir un tache rouge sur mon dos et mon cou .","Tou mon cor me fais trè mal et j'ai pa envi de manger. J'ai un peu de fièvre et des frison chaque nui. De plu, il y a des tache rouge sur mon dos et mon cou.","Tou mon cor me fais trè mal et j' ai pa envi de manger . J' ai un peu de fièvre et des frison chaque nui . De plu , il y a des tache rouge sur mon dos et mon cou .","Tou cor trè mal pa envi manger . fièvre frison nui . plu , tache rouge dos cou .","tou mon cor me faire trè mal et je avoir pa envi de manger . je avoir un peu de fièvre et de frison chaque nui . de pleuvoir , il y avoir un tache rouge sur mon dos et mon cou ."
196,varicelle,"Je me sens fatigué chaque jour. Il y a des taches rouges sur mes bras et mon dos, et ça me démange quand je les touche. Je suis vraiment inquiet et je ne sais pas quoi faire.","Je me sens fatigué chaque jour . Il y a des taches rouges sur mes bras et mon dos , et ça me démange quand je les touche . Je suis vraiment inquiet et je ne sais pas quoi faire .","sens fatigué jour . taches rouges bras dos , démange touche . vraiment inquiet sais faire .","je me sentir fatiguer chaque jour . il y avoir un tache rouge sur mon bras et mon dos , et cela me démange quand je le touche . je être vraiment inquiet et je ne savoir pas quoi faire .","Je suis fatigué tous les jours. Il y a des taches rouges sur mes bras et mon dos, et ça me démange quand je les touche. Je suis vraiment inquiet et je ne sais pas quoi faire.","Je suis fatigué tous les jours . Il y a des taches rouges sur mes bras et mon dos , et ça me démange quand je les touche . Je suis vraiment inquiet et je ne sais pas quoi faire .","fatigué jours . taches rouges bras dos , démange touche . vraiment inquiet sais faire .","je être fatiguer tout le jour . il y avoir un tache rouge sur mon bras et mon dos , et cela me démange quand je le touche . je être vraiment inquiet et je ne savoir pas quoi faire .","Je suis fatigué tout les jours. Il y a des taches rouges sur mes bras et mon dos, et sa me démange quand je les touche. Je suis vraimen inquiet et je sais pas quoi faire.","Je suis fatigué tout les jours . Il y a des taches rouges sur mes bras et mon dos , et sa me démange quand je les touche . Je suis vraimen inquiet et je sais pas quoi faire .","fatigué jours . taches rouges bras dos , démange touche . vraimen inquiet sais faire .","je être fatiguer tout le jour . il y avoir un tache rouge sur mon bras et mon dos , et son me démange quand je le touche . je être vraimen inquiet et je savoir pas quoi faire ."
135,spondylose cervicale,"J'ai souffert de douleurs dans le dos, d'une toux sèche et d'un manque de force dans les muscles. Mon cou est douloureux et je me suis senti étourdi et instable sur mes pieds.","J' ai souffert de douleurs dans le dos , d' une toux sèche et d' un manque de force dans les muscles . Mon cou est douloureux et je me suis senti étourdi et instable sur mes pieds .","souffert douleurs dos , toux sèche manque force muscles . cou douloureux senti étourdi instable pieds .","je avoir souffrir de douleur dans le dos , de un toux sec et de un manque de force dans le muscle . mon cou être douloureux et je me être sentir étourdi et instable sur mon pied .","J'ai mal au dos, je tousse sans arrêt et mes muscles sont faibles. Mon cou me fait mal et je me sens étourdi et instable sur mes pieds.","J' ai mal au dos , je tousse sans arrêt et mes muscles sont faibles . Mon cou me fait mal et je me sens étourdi et instable sur mes pieds .","mal dos , tousse arrêt muscles faibles . cou mal sens étourdi instable pieds .","je avoir mal au dos , je tousser sans arrêt et mon muscle être faible . mon cou me faire mal et je me sentir étourdi et instable sur mon pied .","J'ai mal au dos, je tousse sans arret et mes muscle son faible. Mon cou me fais mal et je me sen étourdi et instable sur mes pie.","J' ai mal au dos , je tousse sans arret et mes muscle son faible . Mon cou me fais mal et je me sen étourdi et instable sur mes pie .","mal dos , tousse arret muscle faible . cou mal sen étourdi instable pie .","je avoir mal au dos , je tousser sans arret et mon muscle son faible . mon cou me faire mal et je me sen étourdi et instable sur mon pie ."
211,rhume,Je me sens vraiment épuisé et malade. J'ai eu une toux très forte et ma gorge me fait beaucoup mal. J'ai ressenti une forte pression dans les sinus et un nez congestionné. Je suis vraiment désagréable et fatigué.,Je me sens vraiment épuisé et malade . J' ai eu une toux très forte et ma gorge me fait beaucoup mal . J' ai ressenti une forte pression dans les sinus et un nez congestionné . Je suis vraiment désagréable et fatigué .,sens vraiment épuisé malade . toux forte gorge beaucoup mal . ressenti forte pression sinus nez congestionné . vraiment désagréable fatigué .,je me sentir vraiment épuiser et malade . je avoir avoir un toux très fort et mon gorge me faire beaucoup mal . je avoir ressentir un fort pression dans le sinus et un nez congestionner . je être vraiment désagréable et fatigué .,Je me sens vraiment fatigué et malade. J'ai une grosse toux et ma gorge me fait mal. J'ai beaucoup de pression dans les sinus et mon nez est bouché. Je suis vraiment fatigué.,Je me sens vraiment fatigué et malade . J' ai une grosse toux et ma gorge me fait mal . J' ai beaucoup de pression dans les sinus et mon nez est bouché . Je suis vraiment fatigué .,sens vraiment fatigué malade . grosse toux gorge mal . beaucoup pression sinus nez bouché . vraiment fatigué .,je me sentir vraiment fatiguer et malade . je avoir un gros toux et mon gorge me faire mal . je avoir beaucoup de pression dans le sinus et mon nez être bouché . je être vraiment fatigué .,Je me sens vraiment fatigué et malade. J'ai une grosse toux et ma gorge me fais mal. J'ai beaucoup de pression dans les sinus et mon nez est bouché. Je suis vraiment fatigué.,Je me sens vraiment fatigué et malade . J' ai une grosse toux et ma gorge me fais mal . J' ai beaucoup de pression dans les sinus et mon nez est bouché . Je suis vraiment fatigué .,sens vraiment fatigué malade . grosse toux gorge mal . beaucoup pression sinus nez bouché . vraiment fatigué .,je me sentir vraiment fatiguer et malade . je avoir un gros toux et mon gorge me faire mal . je avoir beaucoup de pression dans le sinus et mon nez être bouché . je être vraiment fatigué .
165,varicelle,Il y a de petites taches rouges partout sur mon corps que je ne peux pas expliquer. Les bosses sont démangeantes et inconfortables et semblent se propager rapidement. Cela m'inquiète.,Il y a de petites taches rouges partout sur mon corps que je ne peux pas expliquer . Les bosses sont démangeantes et inconfortables et semblent se propager rapidement . Cela m' inquiète .,petites taches rouges partout corps expliquer . bosses démangeantes inconfortables propager rapidement . inquiète .,il y avoir de petit tache rouge partout sur mon corps que je ne pouvoir pas expliquer . le bosse être démangeanter et inconfortable et sembler se propager rapidement . celer me inquiet .,"J'ai de petites taches rouges partout sur mon corps et je ne sais pas pourquoi. Elles me grattent et me font mal, et elles se propagent vite. Ça m'inquiète.","J' ai de petites taches rouges partout sur mon corps et je ne sais pas pourquoi . Elles me grattent et me font mal , et elles se propagent vite . Ça m' inquiète .","petites taches rouges partout corps sais . grattent mal , propagent vite . inquiète .","je avoir de petit tache rouge partout sur mon corps et je ne savoir pas pourquoi . lui me gratter et me faire mal , et lui se propager vite . cela me inquiet .","J'ai de petite tache rouge par tou mon corps et je sais pas pourquoi. Elle me gratte et me font mal, et elle se propage vite. Sa m'inquiète.","J' ai de petite tache rouge par tou mon corps et je sais pas pourquoi . Elle me gratte et me font mal , et elle se propage vite . Sa m' inquiète .","petite tache rouge tou corps sais . gratte mal , propage vite . inquiète .","je avoir de petit tache rouge par tou mon corps et je savoir pas pourquoi . lui me gratter et me faire mal , et lui se propager vite . son me inquiet ."
164,varicelle,"Je me sens fatigué et je n'ai pas d'énergie. Je peux à peine garder les yeux ouverts pendant la journée, et je me sens léthargique et incapable de me motiver.","Je me sens fatigué et je n' ai pas d' énergie . Je peux à peine garder les yeux ouverts pendant la journée , et je me sens léthargique et incapable de me motiver .","sens fatigué énergie . peine garder yeux journée , sens léthargique incapable motiver .","je me sentir fatiguer et je ne avoir pas de énergie . je pouvoir à peine garder le oeil ouvrir pendant le journée , et je me sentir léthargique et incapable de me motiver .","Je suis très fatigué et je n'ai pas d'énergie. Je peux à peine garder les yeux ouverts pendant la journée, et je me sens tout mou et sans motivation.","Je suis très fatigué et je n' ai pas d' énergie . Je peux à peine garder les yeux ouverts pendant la journée , et je me sens tout mou et sans motivation .","fatigué énergie . peine garder yeux journée , sens mou motivation .","je être très fatiguer et je ne avoir pas de énergie . je pouvoir à peine garder le oeil ouvrir pendant le journée , et je me sentir tout mou et sans motivation .","Je suis trè fatigué et j'ai pas d'énergie. Je peut à peine gardé les yeux ouver pendant la journé, et je me sens tou mou et sans motivation.","Je suis trè fatigué et j' ai pas d' énergie . Je peut à peine gardé les yeux ouver pendant la journé , et je me sens tou mou et sans motivation .","trè fatigué énergie . peine gardé yeux ouver journé , sens tou mou motivation .","je être trè fatiguer et je avoir pas de énergie . je pouvoir à peine garder le oeil ouver pendant le journé , et je me sentir tou mou et sans motivation ."
28,allergie,"Je me mouche souvent et j'ai le nez qui coule. Mes yeux sont irrités et coulent fréquemment, et je tousse souvent. J'ai constamment mal à la tête.","Je me mouche souvent et j' ai le nez qui coule . Mes yeux sont irrités et coulent fréquemment , et je tousse souvent . J' ai constamment mal à la tête .","mouche nez coule . yeux irrités coulent fréquemment , tousse . constamment mal tête .","je me mouche souvent et je avoir le nez qui coule . Mes oeil être irriter et couler fréquemment , et je tousser souvent . je avoir constamment mal à le tête .","Je me mouche souvent et mon nez coule tout le temps. Mes yeux me grattent et coulent souvent, et je tousse beaucoup. J'ai toujours mal à la tête.","Je me mouche souvent et mon nez coule tout le temps . Mes yeux me grattent et coulent souvent , et je tousse beaucoup . J' ai toujours mal à la tête .","mouche nez coule temps . yeux grattent coulent , tousse beaucoup . mal tête .","je me mouche souvent et mon nez coul tout le temps . mon oeil me gratter et couler souvent , et je tousser beaucoup . je avoir toujours mal à le tête .","Je me mouche souvent et mon nez coule tout le temp. Mes yeux me gratte et coule souvent, et je tousse beaucoup. J'ai toujour mal à la tête.","Je me mouche souvent et mon nez coule tout le temp . Mes yeux me gratte et coule souvent , et je tousse beaucoup . J' ai toujour mal à la tête .","mouche nez coule temp . yeux gratte coule , tousse beaucoup . toujour mal tête .","je me mouche souvent et mon nez coul tout le temp . mon oeil me gratter et coule souvent , et je tousser beaucoup . je avoir toujour mal à le tête ."
367,réaction médicamenteuse,"J'ai des maux de tête et des migraines, et j'ai du mal à dormir. Je tremble et frissonne partout. Parfois, je me sens étourdi.","J' ai des maux de tête et des migraines , et j' ai du mal à dormir . Je tremble et frissonne partout . Parfois , je me sens étourdi .","maux tête migraines , mal dormir . tremble frissonne partout . , sens étourdi .","je avoir un mal de tête et de migraine , et je avoir de mal à dormir . je trembl et frissonner partout . parfois , je me sentir étourdi .","J'ai des maux de tête et des migraines, et j'ai du mal à dormir. Je tremble et frissonne partout. Parfois, je me sens étourdi.","J' ai des maux de tête et des migraines , et j' ai du mal à dormir . Je tremble et frissonne partout . Parfois , je me sens étourdi .","maux tête migraines , mal dormir . tremble frissonne partout . , sens étourdi .","je avoir un mal de tête et de migraine , et je avoir de mal à dormir . je trembl et frissonner partout . parfois , je me sentir étourdi .","J'ai des mau de tete et des migraine, et j'ai du mal à dormir. Je tremble et frisonne partou. Parfoi, je me sen étourdi.","J' ai des mau de tete et des migraine , et j' ai du mal à dormir . Je tremble et frisonne partou . Parfoi , je me sen étourdi .","mau tete migraine , mal dormir . tremble frisonne partou . Parfoi , sen étourdi .","je avoir un mau de tete et de migraine , et je avoir de mal à dormir . je trembl et frisonne partou . Parfoi , je me sen étourdi ."
738,varices,Les crampes dans mes mollets rendent difficile pour moi de marcher et de faire mes activités quotidiennes. Elles surviennent soudainement et durent plusieurs minutes.,Les crampes dans mes mollets rendent difficile pour moi de marcher et de faire mes activités quotidiennes . Elles surviennent soudainement et durent plusieurs minutes .,crampes mollets rendent difficile marcher faire activités quotidiennes . surviennent soudainement durent minutes .,le crampe dans mon mollet rendre difficile pour moi de marcher et de faire mon activité quotidien . lui survenir soudainement et durer plusieurs minute .,Les crampes dans mes mollets m'empêchent de marcher et de faire mes activités. Elles arrivent soudainement et durent plusieurs minutes.,Les crampes dans mes mollets m' empêchent de marcher et de faire mes activités . Elles arrivent soudainement et durent plusieurs minutes .,crampes mollets empêchent marcher faire activités . arrivent soudainement durent minutes .,le crampe dans mon mollet me empêcher de marcher et de faire mon activité . lui arriver soudainement et durent plusieurs minute .,Les crampe dans mes molé m'empêche de marché et de fair mes activité. Elle arrive soudainemen et dure pluieur minute.,Les crampe dans mes molé m' empêche de marché et de fair mes activité . Elle arrive soudainemen et dure pluieur minute .,crampe molé empêche marché fair activité . arrive soudainemen dure pluieur minute .,le crampe dans mon molé me empêcher de marché et de fair mon activité . lui arriver soudainemen et dur pluieur minute .
477,impétigo,"Il y a quelques jours, j'ai eu une petite éruption cutanée autour de mon nez. L'éruption est maintenant accompagnée d'une sensation de brûlure, de rougeur de la peau et d'un écoulement de liquide. Je pense que c'est une sorte d'infection.","Il y a quelques jours , j' ai eu une petite éruption cutanée autour de mon nez . L' éruption est maintenant accompagnée d' une sensation de brûlure , de rougeur de la peau et d' un écoulement de liquide . Je pense que c' est une sorte d' infection .","jours , petite éruption cutanée autour nez . éruption accompagnée sensation brûlure , rougeur peau écoulement liquide . sorte infection .","il y avoir quelque jour , je avoir avoir un petit éruption cutané autour de mon nez . le éruption être maintenant accompagner de un sensation de brûlure , de rougeur de le peau et de un écoulement de liquide . je penser que ce être un sorte de infection .","Il y a quelques jours, j'ai eu une petite éruption cutanée autour de mon nez. Maintenant, ça brûle, ma peau est rouge et il y a un écoulement de liquide. Je pense que c'est une infection.","Il y a quelques jours , j' ai eu une petite éruption cutanée autour de mon nez . Maintenant , ça brûle , ma peau est rouge et il y a un écoulement de liquide . Je pense que c' est une infection .","jours , petite éruption cutanée autour nez . , brûle , peau rouge écoulement liquide . infection .","il y avoir quelque jour , je avoir avoir un petit éruption cutané autour de mon nez . maintenant , cela brûle , mon peau être rouge et il y avoir un écoulement de liquide . je penser que ce être un infection .","Il y a quelque jour, j'ai eu une petite éruption cutané autour de mon né. Maintenant, sa brûle, ma peau est rouge et il y a un écoulement de liquide. Je pense que c'est une infection.","Il y a quelque jour , j' ai eu une petite éruption cutané autour de mon né . Maintenant , sa brûle , ma peau est rouge et il y a un écoulement de liquide . Je pense que c' est une infection .","jour , petite éruption cutané autour né . , brûle , peau rouge écoulement liquide . infection .","il y avoir quelque jour , je avoir avoir un petit éruption cutané autour de mon né . maintenant , son brûle , mon peau être rouge et il y avoir un écoulement de liquide . je penser que ce être un infection ."
